Sam	Sam Base/E
Celine is asking about the whereabouts of a teammate that hasn't seen for quite a while. Let's give her an answer.	
Celine is planning to go on a blind date with a close teammate. Should we say something to her?	
It seems that Celine is wondering what to do after a teammate proposed to her. It doesn't seem that she's not entirely uninterested. What should we do?	
Celine is teasing her opponent that is having a hard time chasing her. What should we do?	
You find Celine depressed for not playing well during the match. Let's cheer her up.	
Celine is questioning your promise to make the best team ever. It's time to redeem yourself.	
You come across Celine being lost and wandering around while going back to the lodging. Let's talk to her.	
Celine is asking about your thoughts on meeting an extraterrestrial being. Let's give her an answer.	
Celine is having trouble with continuing nightmares. Let's talk to her.	
Celine is stressed out saying her opponent has the upper ground on every aspect. What should we do?	
Celine seems to be satisfied with the perfect team work. Let's talk to her.	
You come across Celine who is limping. She says it's nothing. What should we do?	
You visit Marilyn's house and see Hildegard eating ramen.	
You're watching the storm with Celine and you spot Princess Meiran taking a walk while humming.	
Celine looks nervous because the team will be moving to the planet where the next match will be held by taking a space shuttle without the help of Littre.	
Celine's opponent is smiling whenever they confront each other on the field. Celine seems to be nervous. Let's talk to her.	
Baltheon, who was upset when he was asked about his past, suddenly started to feel better when he saw Celine.	
The members of Siena Celtron are furiously searching the stadium for Kuma.	
The game ended as a tie, but it seems that the competition between Celine and her opponent isn't over yet.	
The team will be cleaning up the lodging. What will you have Celine do?	
The opponent team is spreading rumors that they lost because your team played dirty. What should we do?	
A player on the other team says soccer became enjoyable after confronting Celine. What should you say?	
Celine is angry about the opponent's resilient attack on you. What should we say?	
Latios is chatting with Celine after the match. Let's barge in.	
Celine asks what you think is the most important ability in soccer. Give her an answer.	
Celine is criticizing the male teammates that were mesmerized by Lilith during the match. It's your job to defend your teammates.	
Being too excited, Celine is overreacting while talking about the game. It seems she wants people to agree with her.	
Celine is asking what it would be like to date an alien. Give her your opinion.	
Celine seems to be planning to enter for the Galaxy League Mascot Contest. Let's talk to her.	
Celine asks what your plans are for the holidays when there's no training or match. Give her an answer.	
Celine heard stories about the world of the demons and asks what you think it'll be like.	
Celine, who seems to be interested in Eve, is asking your opinion about her. What should we tell her?	
Recently, Celine seems to enjoy chatting with Jin. She thinks Jin is funny. Let's talk with her.	
Celine is thinking about how to resist the psychological and mental attacks that the demons enjoy using. Let's give her advice.	
Celine is worried about Vermilion Bird. She thinks something is troubling Vermilion Bird.	
Celine's uniform is all messed up because of the filthy plays of her opponent. What should we do?	
A defender on the other team seems to have fallen in love with Celine and is chasing her around the field. It looks like the player forgot about the match. What should we do?	
Kaidormu of the United Explorers is praising Celine's plays. Let's add in.	
The team became furious after seeing Celine fall by the focused attack of the opposing team and used that fury to win the game. Let's say something.	
Celine is having trouble finding a Spirit Stone that fits her needs and taste. Let's give her advice.	
Celine is asking about the whereabouts of a teammate that hasn't seen for quite a while. Let's give her an answer.	
Celine is planning to go on a blind date with a close teammate. Should we say something to her?	
It seems that Celine is wondering what to do after a teammate proposed to her. It doesn't seem that she's not entirely uninterested. What should we do?	
Celine is teasing her opponent that is having a hard time chasing her. What should we do?	
	
Helena	
Helena is looking excited and asks how the match went.	
This was the worst game in your entire life...Helena comes to you to cheer you up.	
You're talking to Helena about what you would do if the world ends tomorrow. Let's tell her your answer.	
Helena is worried about all of the powerful beings that will be competing in the Galaxy League. Let's say something to her.	
Helena is training hard to become scouted like the players that moved to teams that offered better conditions. Let's give her some advice.	
Helena isn't pleased with the team's recent plays. She feels that the plays have become somewhat repetitive and dull.	
With back to back matches, the team is exhausted. Let's talk to Helena for solutions.	
The team manger ran away with all of the team's money. What should we do?	
You were taking a walk in the Nadir forest with Helena and came across Enthia standing in the middle of a burnt part of the forest.	
Nari is dancing and singing a song about the galaxy.	
According to Helena's words, Tyler went to school 1 year earlier than William.	
Helena thinks she knows who Lynbell's brother is. What should we do?	
Helena won a trip around the world from a radio event!	
Helena suggests that we visit the Celestial Castle, which is a place that the baby angels live.	
The opponent team barges into the field and mocks your team saying your team is better off playing foot volleyball.	
You're sick and in bed when Helena and the teammates come to cheer you up. What will your response be?	
The match and the concert that Helena was looking for start at the same time...	
Helena wonders why Castor twitches whenever he sees Beatrice.	
MX54 Butcher is closing in on a cat with a suspicious smile.	
The match started and Helena is standing still doing nothing.	
Helena says she's the center of the team and asks if you agree with her. How should we answer?	
Helena asks you about your plans after winning the Galaxy League. Let's give her a sincere answer.	
Helena is getting suspicious about how all the Gate Keepers are in the form of different animals.	
Helena looks excited to see a comet shower, which is a rare sight. What should we say to her?	
Helena says she's having trouble dealing with the young players. Let's give her an answer.	
Helena wants to know what the Swirlies really are. Give her an answer.	
Helena is saying that the universe needs more than stars to brighten it up. Let's talk to her.	
Helena says she was cornered by the team which was devastated by the loss streak.	
Helena says that Bell seemed depressed when she told Bell that Minerva's throne is empty.	
Helena seems to get along with the opponent player. What should we tell her?	
Helena is deeply focused on Jill's diet story. What should we do?	
Helena says she's going to meet up with Kiki and asks if you have any questions.	
Kei and Virgil are fighting again and Helena seems to be troubled. What should we do?	
Helena is having a delightful chat with a girl that's holding a turtle.	
Helena went to take a look at the opponent team and got caught. What should we do?	
Helena claims she saw Sophie of team Atlanta coming out of the men's room. What could be the case?	
Helena seems very nervous to confront Kei of the Rescuer.	
Helena says that the captain of team Scout Entry seems to take good care of the team members.	
You enter the lodging feeling lonely on your birthday. The team greets you with a surprise and Helena hands you a present.	
Helena says that she thinks Alkyde looks at Fontus in a funny way. Let's give her an answer.	
Helena is looking excited and asks how the match went.	
This was the worst game in your entire life...Helena comes to you to cheer you up.	
You're talking to Helena about what you would do if the world ends tomorrow. Let's tell her your answer.	
Helena is worried about all of the powerful beings that will be competing in the Galaxy League. Let's say something to her.	
Helena is training hard to become scouted like the players that moved to teams that offered better conditions. Let's give her some advice.	
Helena isn't pleased with the team's recent plays. She feels that the plays have become somewhat repetitive and dull.	
With back to back matches, the team is exhausted. Let's talk to Helena for solutions.	
The team manger ran away with all of the team's money. What should we do?	
You were taking a walk in the Nadir forest with Helena and came across Enthia standing in the middle of a burnt part of the forest.	
Nari is dancing and singing a song about the galaxy.	
According to Helena's words, Tyler went to school 1 year earlier than William.	
Helena thinks she knows who Lynbell's brother is. What should we do?	
Helena won a trip around the world from a radio event!	
Helena suggests that we visit the Celestial Castle, which is a place that the baby angels live.	
The opponent team barges into the field and mocks your team saying your team is better off playing foot volleyball.	
You're sick and in bed when Helena and the teammates come to cheer you up. What will your response be?	
The match and the concert that Helena was looking for start at the same time...	
Helena wonders why Castor twitches whenever he sees Beatrice.	
MX54 Butcher is closing in on a cat with a suspicious smile.	
The match started and Helena is standing still doing nothing.	
Helena says she's the center of the team and asks if you agree with her. How should we answer?	
Helena asks you about your plans after winning the Galaxy League. Let's give her a sincere answer.	
Helena is getting suspicious about how all the Gate Keepers are in the form of different animals.	
Helena looks excited to see a comet shower, which is a rare sight. What should we say to her?	
Helena says she's having trouble dealing with the young players. Let's give her an answer.	
Helena wants to know what the Swirlies really are. Give her an answer.	
Helena is saying that the universe needs more than stars to brighten it up. Let's talk to her.	
Helena says she was cornered by the team which was devastated by the loss streak.	
Helena says that Bell seemed depressed when she told Bell that Minerva's throne is empty.	
Helena seems to get along with the opponent player. What should we tell her?	
Helena is deeply focused on Jill's diet story. What should we do?	
Helena says she's going to meet up with Kiki and asks if you have any questions.	
Kei and Virgil are fighting again and Helena seems to be troubled. What should we do?	
Helena is having a delightful chat with a girl that's holding a turtle.	
Helena went to take a look at the opponent team and got caught. What should we do?	
Helena claims she saw Sophie of team Atlanta coming out of the men's room. What could be the case?	
Helena seems very nervous to confront Kei of the Rescuer.	
Helena says that the captain of team Scout Entry seems to take good care of the team members.	
You enter the lodging feeling lonely on your birthday. The team greets you with a surprise and Helena hands you a present.	
Helena says that she thinks Alkyde looks at Fontus in a funny way. Let's give her an answer.	
	
Sky	
Sky is looking excited and asks how the match went.	
This was the worst game in your entire life...Sky comes to you to cheer you up.	
You're talking to Sky about what you would do if the world ends tomorrow. Let's tell her your answer.	
Sky is worried about all of the powerful beings that will be competing in the Galaxy League. Let's say something to her.	
Sky is training hard to become scouted like the players that moved to teams that offered better conditions. Let's give her some advice.	
Sky isn't pleased with the team's recent plays. She feels that the plays have become somewhat repetitive and dull.	
With back to back matches, the team is exhausted. Let's talk to Sky for solutions.	
The team manger ran away with all of the team's money. What should we do?	
You were taking a walk in the Nadir forest with Sky and came across Enthia standing in the middle of a burnt part of the forest.	
Nari is dancing and singing a song about the galaxy.	
According to Sky's words, Tyler went to school 1 year earlier than William.	
Sky thinks she knows who Lynbell's brother is. What should we do?	
Sky won a trip around the world from a radio event!	
Sky suggests that we visit the Celestial Castle, which is a place that the baby angels live.	
The opponent team barges into the field and mocks your team saying your team is better off playing foot volleyball.	
You're sick and in bed when Sky and the teammates come to cheer you up. What will your response be?	
The match and the concert that Sky was looking for start at the same time...	
Sky wonders why Castor twitches whenever he sees Beatrice.	
MX54 Butcher is closing in on a cat with a suspicious smile.	
The match started and Sky is standing still doing nothing.	
You find Sky depressed for not playing well during the match. Let's cheer her up.	
Sky is questioning your promise to make the best team ever. It's time to redeem yourself.	
You come across Sky being lost and wandering around while going back to the lodging. Let's talk to her.	
Sky is asking about your thoughts on meeting an extraterrestrial being. Let's give her an answer.	
Sky is having trouble with continuing nightmares. Let's talk to her.	
Sky is stressed out saying her opponent has the upper ground on every aspect. What should we do?	
Sky seems to be satisfied with the perfect team work. Let's talk to her.	
You come across Sky who is limping. She says it's nothing. What should we do?	
You visit Marilyn's house and see Hildegard eating ramen.	
You're watching the storm with Sky and you spot Princess Meiran taking a walk while humming.	
Sky looks nervous because the team will be moving to the planet where the next match will be held by taking a space shuttle without the help of Littre.	
Sky's opponent is smiling whenever they confront each other on the field. Sky seems to be nervous. Let's talk to her.	
Baltheon, who was upset when he was asked about his past, suddenly started to feel better when he saw Sky.	
The members of Siena Celtron are furiously searching the stadium for Kuma.	
The game ended as a tie, but it seems that the competition between Sky and her opponent isn't over yet.	
The team will be cleaning up the lodging. What will you have Sky do?	
The opponent team is spreading rumors that they lost because your team played dirty. What should we do?	
A player on the other team says soccer became enjoyable after confronting Sky. What should you say?	
Sky is angry about the opponent's resilient attack on you. What should we say?	
Latios is chatting with Sky after the match. Let's barge in.	
Sky is looking excited and asks how the match went.	
This was the worst game in your entire life...Sky comes to you to cheer you up.	
You're talking to Sky about what you would do if the world ends tomorrow. Let's tell her your answer.	
Sky is worried about all of the powerful beings that will be competing in the Galaxy League. Let's say something to her.	
Sky is training hard to become scouted like the players that moved to teams that offered better conditions. Let's give her some advice.	
Sky isn't pleased with the team's recent plays. She feels that the plays have become somewhat repetitive and dull.	
With back to back matches, the team is exhausted. Let's talk to Sky for solutions.	
The team manger ran away with all of the team's money. What should we do?	
You were taking a walk in the Nadir forest with Sky and came across Enthia standing in the middle of a burnt part of the forest.	
Nari is dancing and singing a song about the galaxy.	
According to Sky's words, Tyler went to school 1 year earlier than William.	
Sky thinks she knows who Lynbell's brother is. What should we do?	
Sky won a trip around the world from a radio event!	
Sky suggests that we visit the Celestial Castle, which is a place that the baby angels live.	
The opponent team barges into the field and mocks your team saying your team is better off playing foot volleyball.	
You're sick and in bed when Sky and the teammates come to cheer you up. What will your response be?	
The match and the concert that Sky was looking for start at the same time...	
Sky wonders why Castor twitches whenever he sees Beatrice.	
MX54 Butcher is closing in on a cat with a suspicious smile.	
The match started and Sky is standing still doing nothing.	
You find Sky depressed for not playing well during the match. Let's cheer her up.	
Sky is questioning your promise to make the best team ever. It's time to redeem yourself.	
You come across Sky being lost and wandering around while going back to the lodging. Let's talk to her.	
Sky is asking about your thoughts on meeting an extraterrestrial being. Let's give her an answer.	
Sky is having trouble with continuing nightmares. Let's talk to her.	
Sky is stressed out saying her opponent has the upper ground on every aspect. What should we do?	
Sky seems to be satisfied with the perfect team work. Let's talk to her.	
You come across Sky who is limping. She says it's nothing. What should we do?	
You visit Marilyn's house and see Hildegard eating ramen.	
You're watching the storm with Sky and you spot Princess Meiran taking a walk while humming.	
Sky looks nervous because the team will be moving to the planet where the next match will be held by taking a space shuttle without the help of Littre.	
Sky's opponent is smiling whenever they confront each other on the field. Sky seems to be nervous. Let's talk to her.	
Baltheon, who was upset when he was asked about his past, suddenly started to feel better when he saw Sky.	
The members of Siena Celtron are furiously searching the stadium for Kuma.	
The game ended as a tie, but it seems that the competition between Sky and her opponent isn't over yet.	
The team will be cleaning up the lodging. What will you have Sky do?	
The opponent team is spreading rumors that they lost because your team played dirty. What should we do?	
A player on the other team says soccer became enjoyable after confronting Sky. What should you say?	
Sky is angry about the opponent's resilient attack on you. What should we say?	
Latios is chatting with Sky after the match. Let's barge in.	
	
Hyang Ran, the Shaman	
Hyang Ran, the Shaman is worried about the team's poor performance. Let's go talk to her.	
Hyang Ran, the Shaman is curious about the Galaxy League. What answer will help her?	
Hyang Ran, the Shaman wants to hear about your plans on training the new players. What should we answer?	
Hyang Ran, the Shaman is being sentimental about how soccer, which was supposed to be a one time thing, became her life. Let's talk with her.	
Hyang Ran, the Shaman is asking what to buy in the souvenir shop. Let's give her an opinion.	
Hyang Ran, the Shaman is asking who you think of first when you win a match. Let's answer.	
This match will be held on Earth. We still have some time. What do you want to do?	
Hyang Ran, the Shaman says that Hiro, a member of the Einherjar, doesn't remember why he was revived.	
The rain has messed up the field and the enemy team seems to be determined to crush your team.	
Hyang Ran, the Shaman seems to be curious about Bora's covered eye. What should we answer?	
Ogre's pony tail slapped Hyang Ran, the Shaman in the face!	
It's a throwing chance, but the opponent team player suddenly jumps in joy saying his baby brother is born. What should you do?	
Hyang Ran, the Shaman is suddenly showing massive improvement in her performance. She must've learned something during a match.	
Hyang Ran, the Shaman says that the Swirlies are missing.	
Hyang Ran, the Shaman says she forgot to use her skill points before entering the match. What should we say to her?	
You witness Fontus, the most violent and powerful creature in the universe, flying the night sky in a Santa costume.	
Hyang Ran, the Shaman picked up a diary. It says Bell on the cover.	
Sorrow suddenly flies off after seeing a shiny object in the sky.	
Hyang Ran, the Shaman is irritated because her opponent has the attribute advantage over her.	
Hyang Ran, the Shaman thinks Nana on the other team actually isn't a raccoon.	
Hyang Ran, the Shaman says she's the center of the team and asks if you agree with her. How should we answer?	
Hyang Ran, the Shaman asks you about your plans after winning the Galaxy League. Let's give her a sincere answer.	
Hyang Ran, the Shaman is getting suspicious about how all the Gate Keepers are in the form of different animals.	
Hyang Ran, the Shaman looks excited to see a comet shower, which is a rare sight. What should we say to her?	
Hyang Ran, the Shaman says she's having trouble dealing with the young players. Let's give her an answer.	
Hyang Ran, the Shaman wants to know what the Swirlies really are. Give her an answer.	
Hyang Ran, the Shaman is saying that the universe needs more than stars to brighten it up. Let's talk to her.	
Hyang Ran, the Shaman says she was cornered by the team which was devastated by the loss streak.	
Hyang Ran, the Shaman says that Bell seemed depressed when she told Bell that Minerva's throne is empty.	
Hyang Ran, the Shaman seems to get along with the opponent player. What should we tell her?	
Hyang Ran, the Shaman is deeply focused on Jill's diet story. What should we do?	
Hyang Ran, the Shaman says she's going to meet up with Kiki and asks if you have any questions.	
Kei and Virgil are fighting again and Hyang Ran, the Shaman seems to be troubled. What should we do?	
Hyang Ran, the Shaman is having a delightful chat with a girl that's holding a turtle.	
Hyang Ran, the Shaman went to take a look at the opponent team and got caught. What should we do?	
Hyang Ran, the Shaman claims she saw Sophie of team Atlanta coming out of the men's room. What could be the case?	
Hyang Ran, the Shaman seems very nervous to confront Kei of the Rescuer.	
Hyang Ran, the Shaman says that the captain of team Scout Entry seems to take good care of the team members.	
You enter the lodging feeling lonely on your birthday. The team greets you with a surprise and Hyang Ran, the Shaman hands you a present.	
Hyang Ran, the Shaman says that she thinks Alkyde looks at Fontus in a funny way. Let's give her an answer.	
Hyang Ran, the Shaman is worried about the team's poor performance. Let's go talk to her.	
Hyang Ran, the Shaman is curious about the Galaxy League. What answer will help her?	
Hyang Ran, the Shaman wants to hear about your plans on training the new players. What should we answer?	
Hyang Ran, the Shaman is being sentimental about how soccer, which was supposed to be a one time thing, became her life. Let's talk with her.	
Hyang Ran, the Shaman is asking what to buy in the souvenir shop. Let's give her an opinion.	
Hyang Ran, the Shaman is asking who you think of first when you win a match. Let's answer.	
This match will be held on Earth. We still have some time. What do you want to do?	
Hyang Ran, the Shaman says that Hiro, a member of the Einherjar, doesn't remember why he was revived.	
The rain has messed up the field and the enemy team seems to be determined to crush your team.	
Hyang Ran, the Shaman seems to be curious about Bora's covered eye. What should we answer?	
Ogre's pony tail slapped Hyang Ran, the Shaman in the face!	
It's a throwing chance, but the opponent team player suddenly jumps in joy saying his baby brother is born. What should you do?	
Hyang Ran, the Shaman is suddenly showing massive improvement in her performance. She must've learned something during a match.	
Hyang Ran, the Shaman says that the Swirlies are missing.	
Hyang Ran, the Shaman says she forgot to use her skill points before entering the match. What should we say to her?	
You witness Fontus, the most violent and powerful creature in the universe, flying the night sky in a Santa costume.	
Hyang Ran, the Shaman picked up a diary. It says Bell on the cover.	
Sorrow suddenly flies off after seeing a shiny object in the sky.	
Hyang Ran, the Shaman is irritated because her opponent has the attribute advantage over her.	
Hyang Ran, the Shaman thinks Nana on the other team actually isn't a raccoon.	
Hyang Ran, the Shaman says she's the center of the team and asks if you agree with her. How should we answer?	
Hyang Ran, the Shaman asks you about your plans after winning the Galaxy League. Let's give her a sincere answer.	
Hyang Ran, the Shaman is getting suspicious about how all the Gate Keepers are in the form of different animals.	
Hyang Ran, the Shaman looks excited to see a comet shower, which is a rare sight. What should we say to her?	
Hyang Ran, the Shaman says she's having trouble dealing with the young players. Let's give her an answer.	
Hyang Ran, the Shaman wants to know what the Swirlies really are. Give her an answer.	
Hyang Ran, the Shaman is saying that the universe needs more than stars to brighten it up. Let's talk to her.	
Hyang Ran, the Shaman says she was cornered by the team which was devastated by the loss streak.	
Hyang Ran, the Shaman says that Bell seemed depressed when she told Bell that Minerva's throne is empty.	
Hyang Ran, the Shaman seems to get along with the opponent player. What should we tell her?	
Hyang Ran, the Shaman is deeply focused on Jill's diet story. What should we do?	
Hyang Ran, the Shaman says she's going to meet up with Kiki and asks if you have any questions.	
Kei and Virgil are fighting again and Hyang Ran, the Shaman seems to be troubled. What should we do?	
Hyang Ran, the Shaman is having a delightful chat with a girl that's holding a turtle.	
Hyang Ran, the Shaman went to take a look at the opponent team and got caught. What should we do?	
Hyang Ran, the Shaman claims she saw Sophie of team Atlanta coming out of the men's room. What could be the case?	
Hyang Ran, the Shaman seems very nervous to confront Kei of the Rescuer.	
Hyang Ran, the Shaman says that the captain of team Scout Entry seems to take good care of the team members.	
You enter the lodging feeling lonely on your birthday. The team greets you with a surprise and Hyang Ran, the Shaman hands you a present.	
Hyang Ran, the Shaman says that she thinks Alkyde looks at Fontus in a funny way. Let's give her an answer.	
	
Net	
Net is asking about the team's goal of this season. What should you tell him?	
Net is asking about my ideal type of person. Should be careful about answering this...	
Net seems to be thinking that the team has already become the best in the universe. He seems a bit too carried away. What should you do?	
Net is arrogantly looking down at the other team. Let's stop him from causing any problems.	
Does one have to make intentional fouls in order to win? Let's give him some advice.	
Net is having trouble deciding a name for his special move. His options are ''Infinity Illusion Shot'', ''11th Dimension Ultra Gravity Shot'', ''Astral Space Shot'', and a few more.	
Net is all alone in the locker room worrying about the fate of the universe. Let's go talk to him.	
Net is making a scene. He'd rather jump into space than to be eaten alive by vicious aliens.	
Net is blaming the team for their pass mistakes and is questioning their soccer skills.	
Net is complaining that it's boring to play only soccer every day. What should we say to him?	
It's before the 2nd half, and Net is complaining that we're up against an opponent that's too strong.	
You forgot to lock Net and almost used him as training material! He looks very upset!	
Net is confused that he won the MVP. What should you tell him?	
Net is talking with the team about what they would be doing if they didn't start soccer. Let's join them.	
The team is saying bad things about Net for skipping practice. Time to intervene.	
Net is mesmerized by the majestic scenery of a dragon flying in the skies of the Iron Canyon.	
Net seems to be worried about one of the team members that left after a quarrel. Let's talk to him.	
On a day off, Net is looking at a passing couple with jealous eyes.	
Net is asking you about the one thing you want the most in the universe. What do you tell him?	
There's been a mistake. The team's uniform is mixed up with the festival costumes. What should you tell the team?	
You find Net depressed for not playing well during the match. Let's cheer him up.	
Net is questioning your promise to make the best team ever. It's time to redeem yourself.	
You come across Net being lost and wandering around while going back to the lodging. Let's talk to him.	
Net is asking about your thoughts on meeting an extraterrestrial being. Let's give him an answer.	
Net is having trouble with continuing nightmares. Let's talk to him.	
Net is stressed out saying his opponent has the upper ground on every aspect. What should we do?	
Net seems to be satisfied with the perfect team work. Let's talk to him.	
You come across Net who is limping. He says it's nothing. What should we do?	
You visit Merlin's house and see Hildegard eating ramen.	
You're watching the storm with Net and you spot Princess Meiran taking a walk while humming.	
Net looks nervous because the team will be moving to the planet where the next match will be held by taking a space shuttle without the help of Littre.	
Net's opponent is smiling whenever they confront each other on the field. Net seems to be nervous. Let's talk to him.	
Baltheon, who was upset when he was asked about his past, suddenly started to feel better when he saw Net.	
The members of Siena Celtron are furiously searching the stadium for Kuma.	
The game ended as a tie, but it seems that the competition between Net and his opponent isn't over yet.	
The team will be cleaning up the lodging. What will you have Net do?	
The opponent team is spreading rumors that they lost because your team played dirty. What should we do?	
A player on the other team says soccer became enjoyable after confronting Net. What should you say?	
Net is angry about the opponent's resilient attack on you. What should we say?	
Latios is chatting with Net after the match. Let's barge in.	
Net is asking about the team's goal of this season. What should you tell him?	
Net is asking about my ideal type of person. Should be careful about answering this...	
Net seems to be thinking that the team has already become the best in the universe. He seems a bit too carried away. What should you do?	
Net is arrogantly looking down at the other team. Let's stop him from causing any problems.	
Does one have to make intentional fouls in order to win? Let's give him some advice.	
Net is having trouble deciding a name for his special move. His options are ''Infinity Illusion Shot'', ''11th Dimension Ultra Gravity Shot'', ''Astral Space Shot'', and a few more.	
Net is all alone in the locker room worrying about the fate of the universe. Let's go talk to him.	
Net is making a scene. He'd rather jump into space than to be eaten alive by vicious aliens.	
Net is blaming the team for their pass mistakes and is questioning their soccer skills.	
Net is complaining that it's boring to play only soccer every day. What should we say to him?	
It's before the 2nd half, and Net is complaining that we're up against an opponent that's too strong.	
You forgot to lock Net and almost used him as training material! He looks very upset!	
Net is confused that he won the MVP. What should you tell him?	
Net is talking with the team about what they would be doing if they didn't start soccer. Let's join them.	
The team is saying bad things about Net for skipping practice. Time to intervene.	
Net is mesmerized by the majestic scenery of a dragon flying in the skies of the Iron Canyon.	
Net seems to be worried about one of the team members that left after a quarrel. Let's talk to him.	
On a day off, Net is looking at a passing couple with jealous eyes.	
Net is asking you about the one thing you want the most in the universe. What do you tell him?	
There's been a mistake. The team's uniform is mixed up with the festival costumes. What should you tell the team?	
You find Net depressed for not playing well during the match. Let's cheer him up.	
Net is questioning your promise to make the best team ever. It's time to redeem yourself.	
You come across Net being lost and wandering around while going back to the lodging. Let's talk to him.	
Net is asking about your thoughts on meeting an extraterrestrial being. Let's give him an answer.	
Net is having trouble with continuing nightmares. Let's talk to him.	
Net is stressed out saying his opponent has the upper ground on every aspect. What should we do?	
Net seems to be satisfied with the perfect team work. Let's talk to him.	
You come across Net who is limping. He says it's nothing. What should we do?	
You visit Merlin's house and see Hildegard eating ramen.	
You're watching the storm with Net and you spot Princess Meiran taking a walk while humming.	
Net looks nervous because the team will be moving to the planet where the next match will be held by taking a space shuttle without the help of Littre.	
Net's opponent is smiling whenever they confront each other on the field. Net seems to be nervous. Let's talk to him.	
Baltheon, who was upset when he was asked about his past, suddenly started to feel better when he saw Net.	
The members of Siena Celtron are furiously searching the stadium for Kuma.	
The game ended as a tie, but it seems that the competition between Net and his opponent isn't over yet.	
The team will be cleaning up the lodging. What will you have Net do?	
The opponent team is spreading rumors that they lost because your team played dirty. What should we do?	
A player on the other team says soccer became enjoyable after confronting Net. What should you say?	
Net is angry about the opponent's resilient attack on you. What should we say?	
Latios is chatting with Net after the match. Let's barge in.	
	
Savnok	
Savnok is looking excited and asks how the match went.	
This was the worst game in your entire life...Savnok comes to you to cheer you up.	
You're talking to Savnok about what you would do if the world ends tomorrow. Let's tell him your answer.	
Savnok is worried about all of the powerful beings that will be competing in the Galaxy League. Let's say something to him.	
Savnok is training hard to become scouted like the players that moved to teams that offered better conditions. Let's give him some advice.	
Savnok isn't pleased with the team's recent plays. He feels that the plays have become somewhat repetitive and dull.	
With back to back matches, the team is exhausted. Let's talk to Savnok for solutions.	
The team manger ran away with all of the team's money. What should we do?	
You were taking a walk in the Nadir forest with Savnok and came across Enthia standing in the middle of a burnt part of the forest.	
Nari is dancing and singing a song about the galaxy.	
According to Savnok's words, Tyler went to school 1 year earlier than William.	
Savnok thinks he knows who Lynbell's brother is. What should we do?	
Savnok won a trip around the world from a radio event!	
Savnok suggests that we visit the Celestial Castle, which is a place that the baby angels live.	
The opponent team barges into the field and mocks your team saying your team is better off playing foot volleyball.	
You're sick and in bed when Savnok and the teammates come to cheer you up. What will your response be?	
The match and the concert that Savnok was looking for start at the same time...	
Savnok wonders why Castor twitches whenever he sees Beatrice.	
MX54 Butcher is closing in on a cat with a suspicious smile.	
The match started and Savnok is standing still doing nothing.	
Savnok seems to be lost after having a good match while his fortune-telling said things would go wrong. Let's talk to him.	
With a serious face, Savnok is asking what the true meaning of competition is. Let's give him an answer.	
Savnok came to you after the match, and says he's disappointed at the team's boring strategy. What should we say?	
Savnok is curious of the whereabouts of the managers that are nowhere to be seen during the match. Let's give him an answer.	
The team is having a good run and Savnok is sure that winning the League is a matter of time.	
Savnok seems to be very confused of how a small soccer ball can change the fate of the universe.	
Savnok seems to be upset about losing a body check against his opponent.	
Savnok is asking what the conditions of a team ace are with a serious face. Let's talk with him.	
Savnok is surprised of how sturdy the ball is, as it withstands the strength of angels, demons, and even beings of unknown worlds.	
Savnok plans to continue playing soccer even after the Galaxy League ends. Let's talk with him.	
It's a hard match and your team is losing. Talk with Savnok and talk about what to do.	
Savnok seems to be lost. He says he no longer hates the rival team.	
You were enjoying the peaceful day on Earth until the Peacemakers suddenly showed up. At that moment, the Magical Girl Elements came to save the day!	
Vitos suddenly laughs in joy during the match against the Empire. Why?	
Savnok's form has been improving rapidly. He says he can't wait for the next match. What should we say to him?	
During a match, Savnok bumped into a teammate and knocked the player out. He seems depressed. What should we say to cheer him up?	
Savnok is complaining about restricted from playing the next match for receiving too many fouls. Let's talk to him.	
You're at the Yggdrasil memorial ceremony. The Yggdrasil Guardians are parading through the festive crowd.	
Savnok is suddenly taking interest in who Shootmeister actually is. What should we say?	
Your team is playing against the Scout Entries and Malcolm seems to be enjoying himself a little too much. Savnok is starting to get intimidated.	
Savnok is looking excited and asks how the match went.	
This was the worst game in your entire life...Savnok comes to you to cheer you up.	
You're talking to Savnok about what you would do if the world ends tomorrow. Let's tell him your answer.	
Savnok is worried about all of the powerful beings that will be competing in the Galaxy League. Let's say something to him.	
Savnok is training hard to become scouted like the players that moved to teams that offered better conditions. Let's give him some advice.	
Savnok isn't pleased with the team's recent plays. He feels that the plays have become somewhat repetitive and dull.	
With back to back matches, the team is exhausted. Let's talk to Savnok for solutions.	
The team manger ran away with all of the team's money. What should we do?	
You were taking a walk in the Nadir forest with Savnok and came across Enthia standing in the middle of a burnt part of the forest.	
Nari is dancing and singing a song about the galaxy.	
According to Savnok's words, Tyler went to school 1 year earlier than William.	
Savnok thinks he knows who Lynbell's brother is. What should we do?	
Savnok won a trip around the world from a radio event!	
Savnok suggests that we visit the Celestial Castle, which is a place that the baby angels live.	
The opponent team barges into the field and mocks your team saying your team is better off playing foot volleyball.	
You're sick and in bed when Savnok and the teammates come to cheer you up. What will your response be?	
The match and the concert that Savnok was looking for start at the same time...	
Savnok wonders why Castor twitches whenever he sees Beatrice.	
MX54 Butcher is closing in on a cat with a suspicious smile.	
The match started and Savnok is standing still doing nothing.	
Savnok seems to be lost after having a good match while his fortune-telling said things would go wrong. Let's talk to him.	
